Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
23:27:29:53.485,61,0.0000000000,0.0144424839,0.4173212051,0.0000000000,0.0000000000,0.2227043509,0.1625626087,0.0000000000,0.0145756928,0.0000000000,0.3028789461,0.0000000000,0.2221267223,0.1626794934,0.0128872171,0.0000000000,0.0076732538,0.0311520118,0.0384327471,0.0194281023,0.0483987331,0.0122842239,0.0000000000,0.0001130090,0.0155230528,0.0000000000,0.0000000000,0.0205891859,0.0198051259,0.0539635532,0.0549526662,0.0355531536,0.0140887033,0.0857739151,0.0624010488,0.0355846621,0.0336867869,0.0384083986,0.0337928608,0.0168157220,0.0174375083,0.0072125923,0.0071256710,0.0991594046,0.0000000000,0.0000000000,0.0146352388,0.0957611129,0.0899860114,0.0689328760,0.0735289380,0.0000000000,0.3279988170,-0.0805112049,-0.0000481181,0.1850107908,0.0090583758,0.0016663972,0.2549168766,0.0091170426,0.0022990585
23:27:29:54.485,61,0.0000000000,0.0151572861,0.4071810842,0.0000000000,0.0000000000,0.2075666338,0.1784251481,0.0000000000,0.0152952056,0.0000000000,0.2923561335,0.0000000000,0.2070790529,0.1789199412,0.0127230510,0.0000000000,0.0078982962,0.0308878757,0.0381290093,0.0189655945,0.0468539223,0.0127217434,0.0000000000,0.0051439856,0.0194171146,0.0000000000,0.0000000000,0.0204302482,0.0195930041,0.0526928380,0.0526030473,0.0349978805,0.0140199559,0.0818843842,0.0603519157,0.0349150673,0.0331722312,0.0380273238,0.0333644040,0.0166407786,0.0172252748,0.0105551593,0.0104762102,0.0939299911,0.0000000000,0.0000000000,0.0143835032,0.0950174332,0.0883708000,0.0687643364,0.0734001920,0.0000000000,0.3165912628,-0.0802629292,-0.0014725050,0.1785823256,0.0094943084,0.0016865669,0.2487218827,0.0095530339,0.0023516938
23:27:29:55.484,61,0.0000000000,0.0000000000,0.4016306996,0.0000000000,0.0052705631,0.1991927624,0.2090751529,0.0000000000,0.0000000000,0.0000000000,0.2865599394,0.0054810541,0.1987829059,0.2097704858,0.0125375548,0.0000000000,0.0080504278,0.0305697042,0.0377233587,0.0184238832,0.0452002957,0.0131915780,0.0000000000,0.0068870746,0.0203238036,0.0000000000,0.0000000000,0.0202502497,0.0193531197,0.0511668026,0.0502176471,0.0343862176,0.0139416941,0.0786977857,0.0585087612,0.0342137106,0.0326333269,0.0375218466,0.0328111090,0.0163561199,0.0169101562,0.0119784959,0.0118906740,0.0913475081,0.0000000000,0.0000000000,0.0141353840,0.0906715095,0.0837909579,0.0681544021,0.0728455782,0.0000000000,0.3018686175,-0.0804255903,-0.0009499899,0.1750489920,-0.0024286762,-0.0004229703,0.2453415841,-0.0023707096,-0.0005758171
23:27:29:56.484,61,0.0000000000,0.0000000000,0.3933169246,0.0000000000,0.0159749649,0.1904707253,0.2188862711,0.0000000000,0.0000000000,0.0000000000,0.2780763805,0.0163407922,0.1901749969,0.2196442634,0.0122993244,0.0000000000,0.0082448684,0.0301900096,0.0372450612,0.0178907011,0.0434942879,0.0142228249,0.0000000000,0.0084837973,0.0209440980,0.0000000000,0.0000000000,0.0200432260,0.0190867707,0.0496514365,0.0481148213,0.0337234251,0.0138445683,0.0765267387,0.0572555959,0.0335093625,0.0320778452,0.0369879715,0.0322352275,0.0160863120,0.0165969525,0.0133490106,0.0132522751,0.0877647176,0.0000000000,0.0000000000,0.0138701862,0.0867284760,0.0796042010,0.0655928776,0.0702882186,0.0000000001,0.2861974835,-0.0827321783,0.0005541632,0.1698628068,-0.0072341301,-0.0012229299,0.2402576804,-0.0071765301,-0.0017077039
23:27:29:57.483,61,0.0000000000,0.0038486223,0.3790222406,0.0000000000,0.0000000000,0.1898533404,0.2008011639,0.0000000000,0.0038089091,0.0000000000,0.2632795572,0.0000000000,0.1896051466,0.2014041692,0.0122519247,0.0000000000,0.0084201442,0.0300467145,0.0370994546,0.0176409520,0.0426179916,0.0157852639,0.0000000000,0.0129235256,0.0222669225,0.0000000000,0.0000000000,0.0199519508,0.0189395957,0.0489168838,0.0470874943,0.0334284231,0.0138787255,0.0755016953,0.0564355627,0.0330728702,0.0317944027,0.0370596945,0.0321585983,0.0160364658,0.0164984223,0.0140378466,0.0139362654,0.0868243948,0.0000000000,0.0000000000,0.0137095852,0.0857897103,0.0784882978,0.0647861958,0.0695465505,0.0000000001,0.2731113434,-0.0868215263,-0.0012560874,0.1608278900,0.0023571488,0.0003774639,0.2315308601,0.0024154428,0.0005542674
23:27:29:58.483,61,0.0000000000,0.0135574201,0.3485279679,0.0000000000,0.0000000000,0.1935215890,0.1788229048,0.0000000000,0.0136364643,0.0000000000,0.2319132686,0.0000000000,0.1933650523,0.1790861487,0.0122930733,0.0000000000,0.0084969411,0.0300033391,0.0371112563,0.0176173318,0.0419886820,0.0169744473,0.0000000000,0.0172250550,0.0267758910,0.0000000000,0.0000000000,0.0199590549,0.0188959725,0.0485777520,0.0465248115,0.0332738459,0.0139507037,0.0751189068,0.0559963286,0.0328028277,0.0316867381,0.0376125500,0.0324469991,0.0161705073,0.0165976025,0.0147566926,0.0146549828,0.0865765288,0.0000000000,0.0000000000,0.0136107011,0.0856758505,0.0785136372,0.0643364415,0.0692353025,0.0000000001,0.2622066736,-0.0933476985,-0.0028671683,0.1416628212,0.0084143337,0.0011880428,0.2128962129,0.0084730582,0.0017903268
23:27:29:59.482,61,0.0000000000,0.0000000000,0.3282584846,0.0000000000,0.0000240342,0.2008247823,0.1717884094,0.0000000000,0.0000000000,0.0000000000,0.2109764218,0.0001566733,0.2007463127,0.1719543040,0.0124002052,0.0000000000,0.0086206403,0.0301265176,0.0373084731,0.0177531317,0.0414245166,0.0177082401,0.0000000000,0.0188962538,0.0283244681,0.0000000000,0.0000000000,0.0199595448,0.0188615583,0.0484235585,0.0461971536,0.0332151800,0.0140943602,0.0748804733,0.0556211323,0.0325463489,0.0315910205,0.0383036137,0.0329091214,0.0163257495,0.0167425908,0.0157174803,0.0156155266,0.0863110721,0.0000000000,0.0000000000,0.0135407811,0.0859448016,0.0791604146,0.0639109686,0.0689820424,0.0000000002,0.2517752647,-0.0998923182,-0.0049209339,0.1288781911,-0.0000689333,-0.0000088594,0.2005216926,-0.0000107013,-0.0000021315
23:27:30:00.483,61,0.0000000000,0.0004179672,0.3127078712,0.0000000000,0.0000000000,0.2032149434,0.1691043228,0.0000000000,0.0003276353,0.0000000000,0.1945763230,0.0000000000,0.2031657994,0.1692236662,0.0125351185,0.0000000000,0.0087138088,0.0303939451,0.0376759954,0.0179225206,0.0410480574,0.0181761365,0.0000000000,0.0200642273,0.0295047574,0.0000000000,0.0000000000,0.0199858770,0.0188613310,0.0484478585,0.0460993052,0.0332394280,0.0142498119,0.0748356804,0.0553240329,0.0323097222,0.0315011516,0.0389900431,0.0334260389,0.0165046193,0.0169206653,0.0164867025,0.0163809396,0.0864314139,0.0000000000,0.0000000000,0.0134946425,0.0864112750,0.0799164996,0.0636336729,0.0688724145,0.0000000001,0.2421275675,-0.1084304750,-0.0066083502,0.1188599244,0.0002015632,0.0000239014,0.1910223812,0.0002600518,0.0000493742
23:27:30:01.481,61,0.0000000000,0.0000000000,0.3094635904,0.0000000000,0.0179066155,0.2044779807,0.1799663901,0.0000000000,0.0000000000,0.0000000000,0.1911345869,0.0182392653,0.2044437677,0.1800375730,0.0126436800,0.0000000000,0.0090230461,0.0307333991,0.0381240807,0.0181532335,0.0406817645,0.0184091758,0.0000000000,0.0204615388,0.0301587321,0.0000000000,0.0000000000,0.0199597832,0.0188239906,0.0483907387,0.0459580906,0.0331860036,0.0144317299,0.0745240077,0.0548816398,0.0319450721,0.0312680602,0.0400068983,0.0340834558,0.0166985206,0.0171335228,0.0174694918,0.0173601527,0.0861342326,0.0000000000,0.0000000000,0.0134157958,0.0866364017,0.0803247318,0.0631337315,0.0685425848,0.0000000002,0.2330743074,-0.1150200367,-0.0060951873,0.1167537645,-0.0080129337,-0.0009334359,0.1890347302,-0.0079549467,-0.0014948517
23:27:30:02.481,61,0.0000000000,0.0000000000,0.3135604858,0.0000000000,0.0323279239,0.2046605498,0.1973216534,0.0000000000,0.0000000000,0.0000000000,0.1955465376,0.0328261517,0.2046336234,0.1973812282,0.0126799075,0.0000000000,0.0093142707,0.0309847947,0.0384433791,0.0182211101,0.0403307490,0.0183742270,0.0000000000,0.0205384437,0.0305143148,0.0000000000,0.0000000000,0.0198459290,0.0187086165,0.0480973944,0.0456401743,0.0330612548,0.0145814382,0.0740511119,0.0543363206,0.0314908922,0.0309245121,0.0404950008,0.0344703086,0.0167650338,0.0172187183,0.0182006098,0.0180861782,0.0851358250,0.0000000000,0.0000000000,0.0133304857,0.0866083503,0.0804759711,0.0625656769,0.0681025684,0.0000000004,0.2239128202,-0.1199185401,-0.0053919782,0.1194402799,-0.0144258942,-0.0017190564,0.1915239394,-0.0143684577,-0.0027352918
23:27:30:03.481,61,0.0000000000,0.0000000000,0.3017234504,0.0000000000,0.0554994047,0.2053317428,0.2062922716,0.0000000000,0.0000000000,0.0000000000,0.1834582537,0.0562303923,0.2053082585,0.2063460350,0.0127104940,0.0000000000,0.0095468592,0.0312549211,0.0387754291,0.0182544589,0.0400055945,0.0183564145,0.0000000000,0.0206458718,0.0308670755,0.0000000000,0.0000000000,0.0196964480,0.0185622685,0.0477318577,0.0452486239,0.0329548232,0.0147337848,0.0736052841,0.0538120344,0.0310322326,0.0305695720,0.0408630408,0.0348001644,0.0167921335,0.0172548145,0.0188468266,0.0187273771,0.0840535983,0.0000000000,0.0000000000,0.0132582504,0.0864655524,0.0804977193,0.0619882345,0.0676075146,0.0000000006,0.2133682668,-0.1244788617,-0.0052225562,0.1120344102,-0.0246899575,-0.0027608960,0.1842577159,-0.0246332418,-0.0045141079
23:27:30:04.481,61,0.0000000000,0.0000000000,0.3030380607,0.0000000000,0.0500583649,0.2049538940,0.2097588032,0.0000000000,0.0000000000,0.0000000000,0.1850414425,0.0507325642,0.2049320638,0.2098080367,0.0126560945,0.0000000000,0.0096180020,0.0313125178,0.0388533510,0.0181391183,0.0396056809,0.0181871429,0.0000000000,0.0206707753,0.0312658250,0.0000000000,0.0000000000,0.0194564387,0.0183379091,0.0471840538,0.0446872935,0.0327127837,0.0147788208,0.0731258616,0.0533239506,0.0304999519,0.0301322918,0.0409332253,0.0348944776,0.0167877804,0.0172631331,0.0214656293,0.0213260632,0.0800572112,0.0000000000,0.0000000000,0.0131414514,0.0860150456,0.0802436471,0.0613752529,0.0670421124,0.0000000013,0.2029048055,-0.1298691630,-0.0058141998,0.1130075753,-0.0222783834,-0.0025126818,0.1850707680,-0.0222216174,-0.0040897853
23:27:30:05.481,61,0.0000000000,0.0000000000,0.3054642677,0.0000000000,0.0515824258,0.2002438605,0.2092031538,0.0000000000,0.0000000000,0.0000000000,0.1879188865,0.0522766784,0.2002216280,0.2092378885,0.0125688426,0.0000000000,0.0095236693,0.0312526636,0.0387937650,0.0180572141,0.0392619744,0.0177557804,0.0000000000,0.0191271529,0.0315317400,0.0000000000,0.0000000000,0.0191298407,0.0180440880,0.0465560406,0.0440440811,0.0323746540,0.0147619639,0.0727033243,0.0529174395,0.0299561750,0.0296729524,0.0408318639,0.0348898247,0.0167969801,0.0172959175,0.0227173846,0.0225702245,0.0782641247,0.0000000000,0.0000000000,0.0130290333,0.0841166005,0.0796492845,0.0604073219,0.0660335422,0.0000000014,0.1908286810,-0.1333018094,-0.0058499170,0.1147631183,-0.0229610689,-0.0026297595,0.1865497231,-0.0229045413,-0.0042488137
23:27:30:06.479,61,0.0000000000,0.0000000000,0.3285454512,0.0000000000,0.0726531073,0.1969935745,0.2120786607,0.0000000000,0.0000000000,0.0000000000,0.2121160626,0.0736454874,0.1969707906,0.2121091187,0.0124677401,0.0000000000,0.0092299720,0.0310668629,0.0385504588,0.0178587548,0.0388959162,0.0173849426,0.0000000000,0.0174783766,0.0314665772,0.0000000000,0.0000000000,0.0187486019,0.0176957641,0.0456661656,0.0431088880,0.0320288613,0.0146948444,0.0724007636,0.0526265614,0.0294447169,0.0292364210,0.0404556766,0.0346294306,0.0167254526,0.0172302183,0.0229954422,0.0228384435,0.0771595463,0.0000000000,0.0000000000,0.0129434532,0.0819664970,0.0785648823,0.0594117679,0.0646825284,0.0000000025,0.1765561849,-0.1350317746,-0.0049656895,0.1295070797,-0.0324053727,-0.0041864449,0.2005947977,-0.0323497877,-0.0064479280
23:27:30:07.479,61,0.0000000000,0.0000000000,0.3218944073,0.0000000000,0.0863307193,0.1958168149,0.2181116939,0.0000000000,0.0000000000,0.0000000000,0.2054868042,0.0874586850,0.1957946718,0.2181313485,0.0124371797,0.0000000000,0.0089364666,0.0310654268,0.0385406613,0.0177493710,0.0385712162,0.0169917531,0.0000000000,0.0169439930,0.0318688676,0.0000000000,0.0000000000,0.0184395257,0.0174187925,0.0450982563,0.0424987786,0.0318125300,0.0146977594,0.0721018612,0.0522799864,0.0290053450,0.0288684405,0.0402971692,0.0345845073,0.0167083982,0.0172238667,0.0235637445,0.0234001447,0.0763838291,0.0000000000,0.0000000000,0.0128753642,0.0810643658,0.0781344548,0.0588406995,0.0640105754,0.0000000045,0.1642629802,-0.1374510378,-0.0056141336,0.1254329085,-0.0384633765,-0.0048142686,0.1964928061,-0.0384083092,-0.0075020352
23:27:30:08.479,61,0.0000000000,0.0000000000,0.3077658713,0.0000000000,0.1002082303,0.1970581263,0.2261058539,0.0000000000,0.0000000000,0.0000000000,0.1913181394,0.1014324352,0.1970413476,0.2261157483,0.0125001939,0.0000000000,0.0085720429,0.0312403552,0.0387638211,0.0178429838,0.0384403132,0.0167278461,0.0000000000,0.0169956423,0.0339739770,0.0000000000,0.0000000000,0.0182274505,0.0172345489,0.0447735079,0.0421026684,0.0318383425,0.0147733213,0.0721191317,0.0521208197,0.0287402049,0.0286731645,0.0404777043,0.0348479114,0.0168391056,0.0173587482,0.0222804435,0.0221075658,0.0763969794,0.0000000000,0.0000000000,0.0128680272,0.0809807703,0.0783964992,0.0587014034,0.0638186932,0.0000000173,0.1518254876,-0.1383203864,-0.0068105045,0.1167546362,-0.0445618220,-0.0051943795,0.1878216416,-0.0445073284,-0.0083156778
23:27:30:09.478,61,0.0000000000,0.0000000000,0.2915411592,0.0000000000,0.0978774503,0.1971452534,0.2283399999,0.0000000000,0.0000000000,0.0000000000,0.1746604294,0.0990081206,0.1971306354,0.2283465564,0.0125554884,0.0000000000,0.0081580244,0.0314556472,0.0390401408,0.0179378558,0.0384578295,0.0164995994,0.0000000000,0.0171196833,0.0349108651,0.0000000000,0.0000000000,0.0179984551,0.0170388594,0.0443898104,0.0416564234,0.0318889096,0.0148788569,0.0720703751,0.0518664382,0.0284789633,0.0284708589,0.0406540893,0.0351195186,0.0169385877,0.0174571741,0.0207640566,0.0205872711,0.0763898864,0.0000000000,0.0000000000,0.0128624365,0.0808560848,0.0785325542,0.0585645996,0.0636266321,0.0000000301,0.1402212828,-0.1383803189,-0.0082563013,0.1065940708,-0.0434471890,-0.0046253256,0.1779282540,-0.0433925763,-0.0076847645
23:27:30:10.478,61,0.0000000000,0.0000000000,0.2735216618,0.0000000000,0.1038843542,0.1970231682,0.2297440022,0.0000000000,0.0000000000,0.0000000000,0.1564291716,0.1049935520,0.1970099062,0.2297496945,0.0125878444,0.0000000000,0.0076560867,0.0317267887,0.0393825173,0.0179860070,0.0387161411,0.0163039286,0.0000000000,0.0175125878,0.0356631130,0.0000000000,0.0000000000,0.0177663714,0.0168400854,0.0440340899,0.0412549376,0.0319730379,0.0149856536,0.0720091835,0.0515332669,0.0282344520,0.0282767192,0.0407220200,0.0352873877,0.0169567820,0.0174625739,0.0191622917,0.0189869106,0.0765521228,0.0000000000,0.0000000000,0.0128643271,0.0807399154,0.0786255971,0.0585501529,0.0635012090,0.0000001226,0.1286201775,-0.1377327740,-0.0103451377,0.0954565927,-0.0460217446,-0.0043894816,0.1669116318,-0.0459673703,-0.0076421476
23:27:30:11.478,61,0.0000000000,0.0000000000,0.2610934377,0.0000000000,0.1204151437,0.2044899613,0.2304425240,0.0000000000,0.0000000000,0.0000000000,0.1440131515,0.1216121539,0.2044778019,0.2304504961,0.0126685090,0.0000000000,0.0071853939,0.0321614631,0.0399077423,0.0181143191,0.0391815677,0.0161364693,0.0000000000,0.0177814830,0.0358989537,0.0000000000,0.0000000000,0.0175545234,0.0166570749,0.0437497012,0.0409312584,0.0322220176,0.0151360594,0.0721207857,0.0512739867,0.0280615613,0.0281499848,0.0408280604,0.0354909264,0.0169839300,0.0174646601,0.0184846986,0.0182975866,0.0766487122,0.0000000000,0.0000000000,0.0128998877,0.0810441151,0.0790974125,0.0586809814,0.0634318218,0.0000001773,0.1150929183,-0.1347959340,-0.0120006157,0.0878484920,-0.0532689132,-0.0046779686,0.1592709273,-0.0532151721,-0.0084476173
23:27:30:12.477,61,0.0000000000,0.0000000000,0.2308614254,0.0000000000,0.1393562108,0.2149198502,0.2344795465,0.0000000000,0.0000000000,0.0000000000,0.1131337062,0.1405365616,0.2149145603,0.2345126569,0.0127586108,0.0000000000,0.0066910530,0.0326976888,0.0405577011,0.0182734206,0.0399151333,0.0161484703,0.0000000000,0.0179970991,0.0358474292,0.0000000000,0.0000000000,0.0173817985,0.0165041070,0.0435377620,0.0406745672,0.0325410254,0.0153176133,0.0722219348,0.0509778373,0.0278870724,0.0280093700,0.0410379507,0.0357871018,0.0169904958,0.0174369738,0.0169102028,0.0167367700,0.0772867650,0.0000000000,0.0000000000,0.0129453782,0.0814568698,0.0797161534,0.0588119552,0.0633067414,0.0000001824,0.1037772074,-0.1333589852,-0.0134850889,0.0689793527,-0.0614670068,-0.0042419112,0.1407628655,-0.0614137948,-0.0086268969
23:27:30:13.477,61,0.0000000000,0.0000000000,0.2148372233,0.0000000000,0.1251084656,0.2185406089,0.2354781479,0.0000000000,0.0000000000,0.0000000000,0.0965957567,0.1260953397,0.2185373902,0.2355225086,0.0128439497,0.0000000000,0.0061437394,0.0332288370,0.0411916226,0.0184446406,0.0407933518,0.0161685627,0.0000000000,0.0181903988,0.0357801057,0.0000000000,0.0000000000,0.0172256529,0.0163615216,0.0433284864,0.0404035300,0.0328415520,0.0155007904,0.0723130628,0.0506731309,0.0277137551,0.0278769899,0.0412515700,0.0360847637,0.0170173105,0.0174278766,0.0161191598,0.0159405470,0.0779196545,0.0000000000,0.0000000000,0.0129829664,0.0818647146,0.0803324208,0.0588549599,0.0630307794,0.0000002054,0.0928248391,-0.1329569370,-0.0154504469,0.0589175969,-0.0551151969,-0.0032486557,0.1310399622,-0.0550614074,-0.0072017685
23:27:30:14.476,61,0.0000000000,0.0000000000,0.2184649557,0.0000000000,0.1322325915,0.2207329273,0.2362074554,0.0000000000,0.0000000000,0.0000000000,0.1006846428,0.1332866400,0.2207311839,0.2362612933,0.0128613207,0.0000000000,0.0054799756,0.0335865058,0.0416205525,0.0185170416,0.0414821282,0.0162284803,0.0000000000,0.0182051640,0.0355344117,0.0000000000,0.0000000000,0.0170436315,0.0161948539,0.0430758297,0.0400898606,0.0330457203,0.0156056974,0.0723794326,0.0503931381,0.0274864230,0.0276805758,0.0413072370,0.0362435542,0.0169848930,0.0173572209,0.0137308938,0.0135816280,0.0791316554,0.0000000000,0.0000000000,0.0129975853,0.0819639266,0.0806800723,0.0587241687,0.0625515133,0.0000001244,0.0813813806,-0.1336221397,-0.0151129663,0.0614006296,-0.0582671873,-0.0035794314,0.1332292557,-0.0582138076,-0.0077414508
23:27:30:15.475,61,0.0000000000,0.0000000000,0.1879150122,0.0000000000,0.1197140068,0.2204858065,0.2365467101,0.0000000000,0.0000000000,0.0000000000,0.0693493113,0.1205212846,0.2204890549,0.2366116792,0.0128030656,0.0000000000,0.0046540722,0.0337777920,0.0418312587,0.0184886809,0.0421322137,0.0163293835,0.0000000000,0.0179069340,0.0350299031,0.0000000000,0.0000000000,0.0168276336,0.0159924794,0.0427251384,0.0396767445,0.0330743976,0.0156529527,0.0723383725,0.0500717126,0.0272277668,0.0274507385,0.0410979800,0.0361655429,0.0168660898,0.0172017533,0.0102013573,0.0100167962,0.0799582452,0.0000000000,0.0000000000,0.0130234407,0.0816156343,0.0806523710,0.0584067255,0.0617274195,0.0000000681,0.0709713027,-0.1345664114,-0.0140027152,0.0423044898,-0.0526344627,-0.0022280642,0.1146334931,-0.0525805056,-0.0060197706
23:27:30:16.475,61,0.0000000000,0.0000000000,0.1915909052,0.0000000000,0.1077538282,0.2180127352,0.2362934202,0.0000000000,0.0000000000,0.0000000000,0.0730650425,0.1085114926,0.2180228531,0.2363701463,0.0127030499,0.0000000000,0.0036799875,0.0338691287,0.0419255793,0.0183517672,0.0426682718,0.0165028926,0.0000000000,0.0171791874,0.0340056308,0.0000000000,0.0000000000,0.0165891889,0.0157652050,0.0423655100,0.0392350070,0.0330105200,0.0156462919,0.0721695200,0.0496735275,0.0268879663,0.0271396600,0.0408038832,0.0360058695,0.0166924484,0.0169910379,0.0000000000,0.0000000000,0.0829621330,0.0008086320,0.0011831941,0.0129924901,0.0806897059,0.0803467259,0.0579983294,0.0605656914,0.0000000507,0.0601959527,-0.1353027821,-0.0117928861,0.0445828438,-0.0473941937,-0.0021138482,0.1169062927,-0.0473398380,-0.0055258009
23:27:30:17.475,61,0.0000000000,0.0000000000,0.1860001236,0.0000000000,0.0973628312,0.2126891017,0.2358457893,0.0000000000,0.0000000000,0.0000000000,0.0673318133,0.0980364457,0.2127052397,0.2359365076,0.0125333173,0.0000000000,0.0025276490,0.0338152871,0.0418327935,0.0181094203,0.0431493372,0.0166494772,0.0000000000,0.0154108340,0.0316388756,0.0000000000,0.0000000000,0.0163048320,0.0154956020,0.0418715887,0.0386796780,0.0327865481,0.0155740269,0.0719204843,0.0492699221,0.0264867954,0.0267681163,0.0402911194,0.0356367603,0.0164606087,0.0167244468,0.0000000000,0.0000000000,0.0840791091,0.0069257040,0.0073603773,0.0129354130,0.0780313984,0.0795378089,0.0574322902,0.0586543530,0.0000000160,0.0487848222,-0.1374336332,-0.0090985298,0.0410930142,-0.0428126343,-0.0017598788,0.1135180518,-0.0427579097,-0.0048462930
23:27:30:18.474,61,0.0000000000,0.0000000000,0.1511189342,0.0000000000,0.0933594778,0.2105229050,0.2356442511,0.0000000000,0.0000000000,0.0000000000,0.0321448147,0.0938658267,0.2105451524,0.2357418686,0.0123741059,0.0000000000,0.0013727283,0.0339369923,0.0419646353,0.0179526135,0.0440969393,0.0167029910,0.0000000000,0.0142428093,0.0304549020,0.0000000000,0.0000000000,0.0160583220,0.0152644375,0.0415386818,0.0382868126,0.0326119922,0.0155150350,0.0717672780,0.0489086583,0.0261007976,0.0264151003,0.0398924500,0.0353678055,0.0162597485,0.0164933316,0.0000000000,0.0000000000,0.0857216343,0.0154835265,0.0158222560,0.0128620481,0.0769778192,0.0791713819,0.0570744760,0.0577147827,0.0000000121,0.0378478207,-0.1379389018,-0.0058220197,0.0196196847,-0.0409645773,-0.0008041103,0.0922365114,-0.0409097485,-0.0037701102
23:27:30:19.474,61,0.0000000000,0.0000000000,0.1247940585,0.0000000000,0.0743808001,0.2078951001,0.2336959243,0.0000000000,0.0000000000,0.0000000000,0.0051332051,0.0747245103,0.2079243958,0.2337920368,0.0121945860,0.0000000000,0.0003029117,0.0341465175,0.0422064252,0.0177878719,0.0454369076,0.0166879073,0.0000000000,0.0134773226,0.0296531096,0.0000000000,0.0000000000,0.0158274565,0.0150437728,0.0412600935,0.0379421748,0.0323697925,0.0154483942,0.0714813471,0.0484563038,0.0256768800,0.0260274857,0.0395185128,0.0351149887,0.0160556808,0.0162618924,0.0000000000,0.0000000000,0.0862594098,0.0183548890,0.0186700877,0.0127483346,0.0762047172,0.0788319632,0.0567485429,0.0569780730,0.0000000264,0.0251113232,-0.1363309473,-0.0023931873,0.0031340302,-0.0326048732,-0.0001022207,0.0761921555,-0.0325492136,-0.0024784657
23:27:30:20.474,61,0.0000000000,0.0000000000,0.1111559197,0.0000000000,0.0817495137,0.2047487348,0.2333196700,0.0000000000,0.0000000000,0.0086459490,0.0000000000,0.0820641518,0.2047865093,0.2334152907,0.0119781988,0.0007097689,0.0000000000,0.0341496170,0.0421942025,0.0175044369,0.0459337533,0.0167620294,0.0000000000,0.0131072709,0.0291765518,0.0000000000,0.0000000000,0.0155862588,0.0148124984,0.0408910476,0.0375224054,0.0319969170,0.0153235001,0.0710021406,0.0479477905,0.0252098776,0.0255900286,0.0390140601,0.0347358249,0.0158090722,0.0159859546,0.0000000000,0.0000000000,0.0858370066,0.0195955448,0.0198859759,0.0125915995,0.0749594644,0.0782206953,0.0562990457,0.0562125035,0.0000000534,0.0135937454,-0.1355782300,-0.0006968820,-0.0052781240,-0.0358077437,0.0001890776,0.0678580254,-0.0357522666,-0.0024252455
23:27:30:21.474,61,0.0000000000,0.0000000000,0.1032312736,0.0000000000,0.0779600441,0.1980587542,0.2330274731,0.0000000000,0.0000000000,0.0164751913,0.0000000000,0.0782384872,0.1981078535,0.2331213504,0.0117316898,0.0016994928,0.0000000000,0.0339804776,0.0419722944,0.0171227343,0.0459640622,0.0168766920,0.0000000000,0.0129371099,0.0290465392,0.0000000000,0.0000000000,0.0153321708,0.0145664895,0.0404443517,0.0370249562,0.0315187201,0.0151621019,0.0700458884,0.0473440774,0.0246877279,0.0250992700,0.0384427495,0.0342916586,0.0155246630,0.0156762935,0.0000000000,0.0000000000,0.0852126479,0.0202682540,0.0205424633,0.0123871248,0.0716468543,0.0756034181,0.0556755662,0.0547808632,0.0000000666,0.0028790252,-0.1339002848,0.0007561043,-0.0100582577,-0.0341397002,0.0003435136,0.0630238652,-0.0340841785,-0.0021475237
23:27:30:22.473,61,0.0000000000,0.0000000000,0.0697434545,0.0000000000,0.0766746476,0.1937653571,0.2332640886,0.0000000000,0.0000000000,0.0503901020,0.0000000000,0.0768355727,0.1938330233,0.2333548516,0.0115177119,0.0026090685,0.0000000000,0.0338827223,0.0418158881,0.0167261865,0.0457743406,0.0170958564,0.0000000000,0.0128601547,0.0289527513,0.0000000000,0.0000000000,0.0151208863,0.0143581433,0.0400456972,0.0365616567,0.0311014708,0.0150499409,0.0692012906,0.0467166193,0.0241849832,0.0246250965,0.0379686058,0.0339256749,0.0152334832,0.0153599847,0.0000000000,0.0000000000,0.0847856924,0.0212952569,0.0215562694,0.0121757612,0.0694268569,0.0737456456,0.0548755154,0.0532874987,0.0000000731,-0.0081221033,-0.1333036125,0.0007292459,-0.0307642631,-0.0335417204,0.0010321104,0.0425800048,-0.0334859937,-0.0014259347
