Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
23:27:36:30.316,61,0.0000000000,0.0000000000,0.0000000000,0.1653663814,0.0099281874,0.1664650440,0.1633492857,0.0000000000,0.0000000000,0.2830874026,0.0000000000,0.0099500958,0.1668882370,0.1623375416,0.0100347623,0.0178450812,0.0000000000,0.0322479345,0.0376672782,0.0156317819,0.0508957393,0.0000000000,0.0003571444,0.0010979599,0.0209732056,0.0000000000,0.0000000000,0.0152715817,0.0146078449,0.0481792167,0.0450237244,0.0304168463,0.0144459996,0.0697924420,0.0472533666,0.0261084773,0.0292274021,0.0294953324,0.0268984307,0.0120345727,0.0120866802,0.0000000000,0.0000000000,0.0898181498,0.0109164864,0.0104291793,0.0120839449,0.0692308247,0.0773743242,0.0569309965,0.0541869588,0.0000000041,-0.1859868318,-0.0464847647,0.0477983318,-0.1729265898,-0.0044072806,0.0007583482,-0.1010156274,-0.0043541850,0.0004390959
23:27:36:31.316,61,0.0000000000,0.0114832511,0.0000000000,0.1334097981,0.0000000000,0.1599743515,0.1480328739,0.0000000000,0.0112980064,0.2519505620,0.0000000000,0.0000000000,0.1602740437,0.1475292146,0.0100325020,0.0181619767,0.0000000000,0.0323921070,0.0378799811,0.0157379396,0.0503795743,0.0000000000,0.0001761192,0.0013308142,0.0215338469,0.0000000000,0.0000000000,0.0153319193,0.0146671236,0.0482258312,0.0449547805,0.0304068886,0.0145185888,0.0694179162,0.0468882695,0.0259176623,0.0289618876,0.0297292490,0.0271049254,0.0120734842,0.0121238176,0.0000000000,0.0000000000,0.0898902193,0.0122626740,0.0118210129,0.0119472314,0.0687718242,0.0768351778,0.0567295514,0.0538768619,0.0000000046,-0.1730247736,-0.0480228923,0.0474678129,-0.1539041549,0.0069841132,-0.0010706626,-0.0814934075,0.0070380783,-0.0005729317
23:27:36:32.316,61,0.0000000000,0.0437367745,0.0000000000,0.1099310294,0.0000000000,0.1509440243,0.1329227835,0.0000000000,0.0433154628,0.2295306772,0.0000000000,0.0000000000,0.1511194855,0.1326649189,0.0099701639,0.0185917318,0.0000000000,0.0324775055,0.0379871391,0.0157049298,0.0500085913,0.0000000000,0.0001698298,0.0013310554,0.0222109668,0.0000000000,0.0000000000,0.0153067959,0.0146448100,0.0478958488,0.0445165299,0.0302811898,0.0145951882,0.0688282698,0.0463524573,0.0256376322,0.0286068935,0.0297506619,0.0271235760,0.0120373201,0.0120988339,0.0000000000,0.0000000000,0.0895615742,0.0128737772,0.0124590043,0.0118225077,0.0677317753,0.0754233673,0.0563971885,0.0534721017,0.0000000037,-0.1599256843,-0.0479537621,0.0486725420,-0.1401629299,0.0267220289,-0.0037340573,-0.0671290532,0.0267776046,-0.0017966330
23:27:36:33.315,61,0.0000000000,0.0372627787,0.0000000000,0.1093737409,0.0000000000,0.1450484097,0.1306656748,0.0000000000,0.0368911251,0.2291457504,0.0000000000,0.0000000000,0.1451632082,0.1305302829,0.0098348092,0.0189285111,0.0000000000,0.0323344022,0.0378100723,0.0154790571,0.0494595021,0.0000000000,0.0000451673,0.0013803507,0.0226786584,0.0000000000,0.0000000000,0.0151937539,0.0145358834,0.0468937159,0.0433626324,0.0299207307,0.0145924920,0.0670518950,0.0456996821,0.0252612922,0.0281402953,0.0294853058,0.0268817134,0.0119099738,0.0119801546,0.0000000000,0.0000000000,0.0869654566,0.0128110824,0.0124563770,0.0116733816,0.0649265125,0.0719193593,0.0558488667,0.0528974682,0.0000000033,-0.1470673084,-0.0497349240,0.0503193326,-0.1399414241,0.0227580238,-0.0031749432,-0.0667952746,0.0228134207,-0.0015229590
23:27:36:34.314,61,0.0000000000,0.0514499508,0.0000000000,0.1007551104,0.0000000000,0.1363498122,0.1334168464,0.0000000000,0.0509880297,0.2209449708,0.0000000000,0.0000000000,0.1364242435,0.1333576888,0.0096576111,0.0191393737,0.0000000000,0.0320857316,0.0375320092,0.0151928710,0.0489250198,0.0002791719,0.0000000000,0.0014014895,0.0227096621,0.0000000000,0.0000000000,0.0150156096,0.0143619552,0.0455591902,0.0420683548,0.0294247363,0.0145169143,0.0653588846,0.0450132862,0.0248110369,0.0275817905,0.0291140229,0.0265377667,0.0117824133,0.0118576763,0.0000000000,0.0000000000,0.0841985196,0.0126468055,0.0123258289,0.0115146646,0.0622232370,0.0687905550,0.0552317575,0.0522832461,0.0000000025,-0.1295228750,-0.0492087714,0.0517993979,-0.1349017471,0.0314324871,-0.0042288159,-0.0615173653,0.0314885713,-0.0019365101
23:27:36:35.314,61,0.0000000000,0.0452049673,0.0000000000,0.0830975696,0.0000000000,0.1320005804,0.1420203447,0.0000000000,0.0448247008,0.2031993121,0.0000000000,0.0000000000,0.1320590675,0.1420084089,0.0094322423,0.0192601234,0.0000000000,0.0316745341,0.0370835103,0.0148338405,0.0483037084,0.0007640137,0.0000000000,0.0014630910,0.0224376358,0.0000000000,0.0000000000,0.0148048215,0.0141584231,0.0440217368,0.0407885276,0.0287882816,0.0143559985,0.0637628958,0.0443284288,0.0242953543,0.0269430019,0.0286199935,0.0260775443,0.0116406921,0.0117160454,0.0000000000,0.0000000000,0.0823194608,0.0121989679,0.0119410492,0.0113098053,0.0603658557,0.0665821210,0.0544583239,0.0516087003,0.0000000012,-0.1094665155,-0.0481965877,0.0533228405,-0.1240806282,0.0275940560,-0.0034159629,-0.0507420525,0.0276497453,-0.0014027593
23:27:36:36.313,61,0.0000000000,0.0371114425,0.0000000000,0.0602312386,0.0000000000,0.1297923625,0.1467370242,0.0000000000,0.0368220545,0.1802133024,0.0000000000,0.0000000000,0.1298425645,0.1467441618,0.0092298547,0.0193101224,0.0000000000,0.0313642584,0.0367815755,0.0145683559,0.0478991196,0.0011025476,0.0000000000,0.0013642134,0.0221005660,0.0000000000,0.0000000000,0.0146044157,0.0139718140,0.0430894606,0.0399565808,0.0282061230,0.0141944792,0.0628168732,0.0437278450,0.0238251034,0.0263457820,0.0282061733,0.0257052034,0.0115543278,0.0116369966,0.0000000000,0.0000000000,0.0813125968,0.0118466020,0.0116204284,0.0111315455,0.0593908839,0.0654931664,0.0539285205,0.0511517860,0.0000000006,-0.0885382444,-0.0481057726,0.0532188118,-0.1100580916,0.0226302557,-0.0024860371,-0.0367837138,0.0226854403,-0.0008344095
23:27:36:37.313,61,0.0000000000,0.0139926840,0.0000000000,0.0126015488,0.0000000000,0.1287497282,0.1573744714,0.0000000000,0.0138597926,0.1320314258,0.0000000000,0.0000000000,0.1287955791,0.1573837101,0.0090497714,0.0193412621,0.0000000000,0.0310680456,0.0365169682,0.0143820588,0.0475457609,0.0015755312,0.0000000000,0.0012434449,0.0216031559,0.0000000000,0.0000000000,0.0143900476,0.0137688173,0.0423948690,0.0393089317,0.0276867896,0.0139957722,0.0623034984,0.0433619507,0.0233801492,0.0257759560,0.0278396923,0.0253627002,0.0115370648,0.0116198342,0.0000000000,0.0000000000,0.0809123293,0.0119692767,0.0117672356,0.0109690456,0.0588475540,0.0648916364,0.0535650849,0.0508592092,0.0000000002,-0.0725263357,-0.0487735197,0.0535968617,-0.0806505233,0.0084940782,-0.0006843257,-0.0076975683,0.0085478984,-0.0000657990
23:27:36:38.313,61,0.0000000000,0.0000000000,0.0208688378,0.0000000000,0.0169406161,0.1284566075,0.1722015142,0.0000000000,0.0000000000,0.0977811441,0.0000000000,0.0170315113,0.1285002828,0.1722090095,0.0088648340,0.0194297545,0.0000000000,0.0306728203,0.0361404270,0.0141953854,0.0471037626,0.0021567382,0.0000000000,0.0011235196,0.0210673064,0.0000000000,0.0000000000,0.0141693493,0.0135572413,0.0417793356,0.0387168527,0.0271526165,0.0137521736,0.0620311834,0.0431823060,0.0229633022,0.0252367146,0.0274289250,0.0249687266,0.0115317665,0.0116109252,0.0000000000,0.0000000000,0.0809052289,0.0130110132,0.0128542874,0.0108089838,0.0583983548,0.0644070432,0.0531676076,0.0505673066,0.0000000003,-0.0601365380,-0.0485923812,0.0521729663,-0.0597294644,-0.0074446746,0.0004444103,0.0127476994,-0.0073923385,-0.0000942345
23:27:36:39.312,61,0.0000000000,0.0000000000,0.0429898202,0.0000000000,0.0408492275,0.1285588741,0.1873913109,0.0000000000,0.0000000000,0.0752049163,0.0000000000,0.0409379005,0.1286041439,0.1873971373,0.0087202229,0.0196073893,0.0000000000,0.0303845350,0.0358739235,0.0141111929,0.0468285605,0.0028700293,0.0000000000,0.0009024979,0.0205009244,0.0000000000,0.0000000000,0.0139750056,0.0133701796,0.0413334183,0.0382585824,0.0267251674,0.0135441879,0.0620080866,0.0431385227,0.0226186961,0.0247744489,0.0270811245,0.0246290527,0.0115463035,0.0116207516,0.0000000000,0.0000000000,0.0817850977,0.0192076284,0.0191209074,0.0107038673,0.0580706187,0.0641076565,0.0528316945,0.0503889993,0.0000000010,-0.0482670814,-0.0473030098,0.0498840995,-0.0459327400,-0.0178813934,0.0008211399,0.0262568165,-0.0178299863,-0.0004681544
23:27:36:40.312,61,0.0000000000,0.0000000000,0.0765616074,0.0000000000,0.0329940133,0.1287144870,0.1929668337,0.0000000000,0.0000000000,0.0418006293,0.0000000000,0.0331378430,0.1287603825,0.1929721981,0.0086159166,0.0196911916,0.0000000000,0.0301389415,0.0356605873,0.0140714357,0.0465428457,0.0035866485,0.0000000000,0.0008459592,0.0200669486,0.0000000000,0.0000000000,0.0138169518,0.0132175097,0.0409522988,0.0378519371,0.0264130160,0.0133736487,0.0621260107,0.0431878977,0.0223615859,0.0244068243,0.0268208515,0.0243657921,0.0116099622,0.0116793336,0.0000000000,0.0000000000,0.0824027136,0.0214837678,0.0214223545,0.0106333857,0.0579587184,0.0640178919,0.0526890010,0.0504059196,0.0000000018,-0.0352476127,-0.0447813570,0.0459174365,-0.0255318861,-0.0144638270,0.0003692743,0.0467639789,-0.0144121107,-0.0006737686
23:27:36:41.312,61,0.0000000000,0.0000000000,0.0936143324,0.0000000000,0.0232089460,0.1290485114,0.1959528625,0.0000000000,0.0000000000,0.0249915514,0.0000000000,0.0233636796,0.1290951073,0.1959580332,0.0085234512,0.0197160020,0.0000000000,0.0298401993,0.0353960954,0.0140120741,0.0462824814,0.0042232703,0.0000000000,0.0007951549,0.0196521450,0.0000000000,0.0000000000,0.0136702610,0.0130756218,0.0405717678,0.0374608748,0.0261317044,0.0131939128,0.0623131543,0.0433127359,0.0221402869,0.0240805354,0.0265940614,0.0241352376,0.0117043583,0.0117686596,0.0000000000,0.0000000000,0.0832206458,0.0236294996,0.0235884693,0.0105747022,0.0580271147,0.0641097128,0.0525860228,0.0504638292,0.0000000019,-0.0231635217,-0.0438724943,0.0409454927,-0.0152656771,-0.0101955160,0.0001556408,0.0571828112,-0.0101433918,-0.0005797315
23:27:36:42.312,61,0.0000000000,0.0000000000,0.1083026677,0.0000000000,0.0268378630,0.1297359765,0.1976052523,0.0000000000,0.0000000000,0.0104720844,0.0000000000,0.0270155817,0.1297852099,0.1976114810,0.0084737716,0.0196231045,0.0000000000,0.0296182297,0.0352173820,0.0139503963,0.0458387174,0.0051742261,0.0000000000,0.0010218080,0.0193245281,0.0000000000,0.0000000000,0.0135721806,0.0129732098,0.0402662680,0.0371148922,0.0259353016,0.0130631812,0.0623822771,0.0433430970,0.0219307374,0.0237707011,0.0264742691,0.0239980984,0.0118026780,0.0118545555,0.0000000000,0.0000000000,0.0837630257,0.0243972037,0.0243683308,0.0104967877,0.0581590384,0.0642171204,0.0524779707,0.0505006611,0.0000000019,-0.0118255885,-0.0441460237,0.0367209204,-0.0063965898,-0.0117880125,0.0000754061,0.0661537945,-0.0117358994,-0.0007758436
23:27:36:43.310,61,0.0000000000,0.0000000000,0.1719174236,0.0000000000,0.0596928373,0.1330896318,0.1988944858,0.0000000000,0.0000000000,0.0000000000,0.0543015487,0.0601067841,0.1331393123,0.1989033669,0.0084803309,0.0194384232,0.0000000000,0.0294957906,0.0351311639,0.0139522022,0.0453999713,0.0062564118,0.0000000000,0.0014084243,0.0189540386,0.0000000000,0.0000000000,0.0134850871,0.0128777921,0.0400388204,0.0368443429,0.0258647334,0.0129767163,0.0625617132,0.0434424281,0.0217767563,0.0235183388,0.0264079440,0.0239054002,0.0119075766,0.0119406991,0.0000000000,0.0000000000,0.0844417810,0.0248684064,0.0248501524,0.0104458956,0.0583720393,0.0643694848,0.0524280183,0.0505941622,0.0000000014,-0.0016976203,-0.0454445444,0.0331969820,0.0331595279,-0.0262409616,-0.0008701779,0.1049826294,-0.0261901356,-0.0027450824
23:27:36:44.310,61,0.0000000000,0.0000000000,0.2014646530,0.0000000000,0.1199095994,0.1497036815,0.2006241083,0.0000000000,0.0000000000,0.0000000000,0.0852631703,0.1207692325,0.1497553140,0.2006478459,0.0085159475,0.0191347245,0.0000000000,0.0293626282,0.0350157097,0.0139058400,0.0447647870,0.0071292040,0.0000000000,0.0019151374,0.0186154507,0.0000000000,0.0000000000,0.0134158460,0.0128009357,0.0398472883,0.0366223603,0.0258377101,0.0129062720,0.0626366362,0.0434956700,0.0216305517,0.0232732873,0.0263364073,0.0238110237,0.0119798454,0.0119936829,0.0000000000,0.0000000000,0.0847240686,0.0214808825,0.0214874167,0.0103574004,0.0587294102,0.0646353438,0.0523010939,0.0505931117,0.0000000007,0.0099238493,-0.0448056981,0.0305313319,0.0520119555,-0.0527669378,-0.0027458163,0.1228985190,-0.0527184270,-0.0064686215
23:27:36:45.310,61,0.0000000000,0.0000000000,0.2204868495,0.0000000000,0.1657913327,0.1666717976,0.2072895318,0.0000000000,0.0000000000,0.0000000000,0.1052531078,0.1670637727,0.1667421609,0.2073439658,0.0085649472,0.0188407917,0.0000000000,0.0292044133,0.0348468162,0.0137982490,0.0434918702,0.0081912614,0.0000000000,0.0025596987,0.0183875244,0.0000000000,0.0000000000,0.0133511787,0.0127267735,0.0397020169,0.0364389196,0.0257934239,0.0128493076,0.0625799224,0.0434735194,0.0214711614,0.0230214652,0.0262224991,0.0236683860,0.0119762374,0.0119701717,0.0000000000,0.0000000000,0.0847861990,0.0178593267,0.0178697016,0.0102483872,0.0589232333,0.0647252202,0.0520469658,0.0504902601,0.0000000005,0.0213876292,-0.0430933461,0.0288467091,0.0641244873,-0.0730457082,-0.0046891184,0.1343333721,-0.0729989335,-0.0097938152
23:27:36:46.310,61,0.0000000000,0.0000000000,0.2600519657,0.0000000000,0.1886201352,0.1843284369,0.2092968673,0.0000000000,0.0000000000,0.0000000000,0.1462920159,0.1903599203,0.1844001263,0.2093627751,0.0086712055,0.0185786616,0.0000000000,0.0291644856,0.0348201282,0.0137871709,0.0426362790,0.0091374870,0.0000000000,0.0031744430,0.0182373803,0.0000000000,0.0000000000,0.0133300088,0.0126938391,0.0397953689,0.0364492349,0.0258916952,0.0128295878,0.0627195016,0.0435715653,0.0214034840,0.0228695292,0.0262378212,0.0236394200,0.0120098302,0.0119832298,0.0000000000,0.0000000000,0.0852129161,0.0154716726,0.0154888192,0.0101462761,0.0593620278,0.0650526732,0.0519839823,0.0505925901,0.0000000010,0.0318887010,-0.0410318114,0.0277964640,0.0890558064,-0.0833914205,-0.0074337809,0.1583144814,-0.0833457112,-0.0131695326
23:27:36:47.309,61,0.0000000000,0.0000000000,0.2662623525,0.0000000000,0.1646413356,0.1914342940,0.2066477090,0.0000000000,0.0000000000,0.0000000000,0.1521516591,0.1662245393,0.1915046871,0.2067668438,0.0087899007,0.0182879027,0.0000000000,0.0292170234,0.0349220224,0.0138615612,0.0419633351,0.0099821435,0.0000000000,0.0037259012,0.0180718414,0.0000000000,0.0000000000,0.0133213066,0.0126732644,0.0400321074,0.0365904495,0.0259914361,0.0128189223,0.0628432035,0.0436221436,0.0213452708,0.0227292683,0.0263317823,0.0236883871,0.0120676886,0.0120208431,0.0000000000,0.0000000000,0.0855824798,0.0129866051,0.0130063146,0.0100457137,0.0598437525,0.0654195920,0.0519961454,0.0507670455,0.0000000012,0.0408501029,-0.0382410251,0.0270433184,0.0926991031,-0.0728424340,-0.0067546098,0.1622271687,-0.0727958009,-0.0117779942
23:27:36:48.308,61,0.0000000000,0.0000000000,0.2626386583,0.0000000000,0.1594612449,0.1952374727,0.2054289579,0.0000000000,0.0000000000,0.0000000000,0.1481710523,0.1609769762,0.1953077614,0.2055742890,0.0089241304,0.0179523900,0.0000000000,0.0293056667,0.0350657068,0.0139886392,0.0414177626,0.0107584354,0.0000000000,0.0043188841,0.0178837683,0.0000000000,0.0000000000,0.0133268451,0.0126668578,0.0403630249,0.0368380509,0.0261062048,0.0128137534,0.0630745739,0.0437443443,0.0213242713,0.0226257648,0.0264426917,0.0237535164,0.0121422438,0.0120758889,0.0000000000,0.0000000000,0.0863303095,0.0115084965,0.0115336105,0.0099786809,0.0603377819,0.0657971129,0.0520903990,0.0510370396,0.0000000012,0.0519439057,-0.0353059471,0.0257632714,0.0902887657,-0.0705272034,-0.0063696443,0.1600452811,-0.0704802722,-0.0112501029
23:27:36:49.308,61,0.0000000000,0.0000000000,0.2374208719,0.0000000000,0.1315159500,0.1972359419,0.2005047649,0.0000000000,0.0000000000,0.0000000000,0.1217794791,0.1326514781,0.1973070502,0.2006986439,0.0090699149,0.0175838228,0.0000000000,0.0294330437,0.0352654792,0.0141574061,0.0409162305,0.0119039668,0.0000000000,0.0050244834,0.0178258251,0.0000000000,0.0000000000,0.0133774206,0.0127010476,0.0408355556,0.0371972919,0.0262346137,0.0128341168,0.0633103326,0.0438428484,0.0213529635,0.0225789063,0.0266359001,0.0238915496,0.0122370692,0.0121519556,0.0000000000,0.0000000000,0.0869299918,0.0090243742,0.0091033019,0.0099233482,0.0609025434,0.0662419721,0.0522578321,0.0514071845,0.0000000012,0.0620914213,-0.0314966887,0.0249152128,0.0742660612,-0.0580402836,-0.0043112771,0.1447917670,-0.0579921678,-0.0083766766
23:27:36:50.307,61,0.0000000000,0.0000000000,0.2408560216,0.0000000000,0.1068339869,0.1977888644,0.1922001392,0.0000000000,0.0000000000,0.0000000000,0.1247800961,0.1077981889,0.1978611797,0.1924517602,0.0092568379,0.0171204880,0.0000000000,0.0296688844,0.0356350355,0.0145072024,0.0405549370,0.0132747944,0.0000000000,0.0056879926,0.0176406633,0.0000000000,0.0000000000,0.0134746553,0.0127793048,0.0417224281,0.0377583951,0.0264322348,0.0128759611,0.0636847466,0.0440246277,0.0214428101,0.0225927737,0.0270460676,0.0242264438,0.0124436878,0.0123355519,0.0000000000,0.0000000000,0.0877196491,0.0072956593,0.0073975674,0.0098962104,0.0621723011,0.0668709725,0.0526741482,0.0522135086,0.0000000007,0.0726654679,-0.0295416638,0.0234518647,0.0761393607,-0.0471726023,-0.0035908711,0.1469695717,-0.0471235104,-0.0069058202
23:27:36:51.307,61,0.0000000000,0.0000000000,0.2565624118,0.0000000000,0.1322951913,0.1996019632,0.1896398664,0.0000000000,0.0000000000,0.0000000000,0.1412896663,0.1335453838,0.1996965706,0.1899116635,0.0095007280,0.0166750047,0.0000000000,0.0300405398,0.0361813605,0.0150366118,0.0404351652,0.0151092745,0.0000000000,0.0062080305,0.0172293559,0.0000000000,0.0000000000,0.0136112878,0.0128923198,0.0438302010,0.0391060412,0.0267330129,0.0129280649,0.0644545406,0.0443747342,0.0216127262,0.0226844605,0.0276237559,0.0246915556,0.0127160326,0.0125744808,0.0000000000,0.0000000000,0.0950574949,0.0068550790,0.0069732275,0.0099221133,0.0656951442,0.0694010183,0.0532945879,0.0542159863,0.0000000007,0.0826752037,-0.0276626293,0.0226767771,0.0861621127,-0.0584873781,-0.0050388668,0.1564618647,-0.0584393106,-0.0091163907
23:27:36:52.307,61,0.0000000000,0.0000000000,0.2735716105,0.0000000000,0.1361664236,0.2012306005,0.1882914156,0.0000000000,0.0000000000,0.0000000000,0.1585686654,0.1375492364,0.2013453543,0.1885753125,0.0097468775,0.0162325874,0.0000000000,0.0304382890,0.0367518924,0.0155509794,0.0403837338,0.0161989983,0.0000000000,0.0067209397,0.0168565772,0.0000000000,0.0000000000,0.0137884291,0.0130493017,0.0453092158,0.0402294286,0.0270757470,0.0129925599,0.0652068406,0.0447819568,0.0218389016,0.0228288062,0.0282429382,0.0252005495,0.0129794739,0.0128101362,0.0000000000,0.0000000000,0.0982286707,0.0066418070,0.0067722918,0.0099497139,0.0680361241,0.0711585581,0.0539633781,0.0561650097,0.0000000010,0.0943973735,-0.0254999362,0.0220850762,0.0966891274,-0.0602991544,-0.0058281934,0.1668177694,-0.0602511987,-0.0100162067
23:27:36:53.306,61,0.0000000000,0.0000000000,0.2981539667,0.0000000000,0.1574937403,0.2047899961,0.1961526722,0.0000000000,0.0000000000,0.0000000000,0.1840746403,0.1592332125,0.2049368322,0.1964902878,0.0099564502,0.0157876331,0.0000000000,0.0307833888,0.0372570641,0.0160380099,0.0404122025,0.0171123054,0.0000000000,0.0072188452,0.0164467152,0.0000000000,0.0000000000,0.0139608299,0.0131977731,0.0462948456,0.0410805121,0.0273838118,0.0130215101,0.0662246048,0.0452758148,0.0220740158,0.0229851753,0.0288018249,0.0256443284,0.0132274572,0.0130295483,0.0000000000,0.0000000000,0.1007087007,0.0068440163,0.0069882832,0.0099904500,0.0703886449,0.0729820058,0.0546340011,0.0576290675,0.0000000017,0.1048279554,-0.0238397960,0.0216829237,0.1121723577,-0.0699187145,-0.0078391284,0.1816972047,-0.0698716193,-0.0126456534
23:27:36:54.306,61,0.0000000000,0.0000000000,0.3043461442,0.0000000000,0.1567376107,0.2060760260,0.2040940225,0.0000000000,0.0000000000,0.0000000000,0.1904550195,0.1585096717,0.2062326372,0.2044876218,0.0101313815,0.0153563218,0.0000000000,0.0309730638,0.0375703275,0.0164121371,0.0403143093,0.0180762801,0.0000000000,0.0075548324,0.0158321541,0.0000000000,0.0000000000,0.0141207539,0.0133316992,0.0470615737,0.0417759269,0.0276092216,0.0130164316,0.0669585243,0.0457442962,0.0223072227,0.0231488720,0.0292716771,0.0259927940,0.0134326937,0.0132056372,0.0000000000,0.0000000000,0.1027065963,0.0072703669,0.0074331146,0.0100193517,0.0716018975,0.0739501268,0.0552105829,0.0585921705,0.0000000029,0.1155383512,-0.0221835952,0.0218027234,0.1160629466,-0.0696321130,-0.0080764582,0.1854747832,-0.0695850328,-0.0128524425
23:27:36:55.305,61,0.0000000000,0.0000000000,0.3102990091,0.0000000000,0.1688729674,0.2066932470,0.2108627856,0.0000000000,0.0000000000,0.0000000000,0.1969331503,0.1708092093,0.2068559974,0.2112952620,0.0102893524,0.0150199672,0.0000000000,0.0311311353,0.0378519595,0.0167662352,0.0401940309,0.0188331697,0.0000000000,0.0076482040,0.0153301321,0.0000000000,0.0000000000,0.0142732989,0.0134614967,0.0477604903,0.0424173363,0.0277907494,0.0130036864,0.0675110295,0.0461150520,0.0224900451,0.0232726578,0.0297769513,0.0263753496,0.0136134140,0.0133702727,0.0000000000,0.0000000000,0.1045887619,0.0081101395,0.0083295554,0.0100312363,0.0723536238,0.0745663121,0.0556479581,0.0592915229,0.0000000034,0.1252833009,-0.0215855781,0.0219547972,0.1199640483,-0.0750701129,-0.0090008015,0.1890303344,-0.0750235766,-0.0141229928
23:27:36:56.305,61,0.0000000000,0.0000000000,0.3189802766,0.0000000000,0.1742282510,0.2072522342,0.2176931947,0.0000000000,0.0000000000,0.0000000000,0.2060450763,0.1762816757,0.2074196190,0.2181869298,0.0104733650,0.0145919099,0.0000000000,0.0313808694,0.0382653177,0.0173161551,0.0401266403,0.0194676835,0.0000000000,0.0080596181,0.0153232729,0.0000000000,0.0000000000,0.0144900596,0.0136460979,0.0492593497,0.0436014533,0.0280068982,0.0130196968,0.0680510551,0.0464903116,0.0227234811,0.0234585684,0.0308409948,0.0269671399,0.0138849858,0.0136339990,0.0000000000,0.0000000000,0.1060652286,0.0083017033,0.0085379723,0.0100597097,0.0731352046,0.0752420500,0.0562516712,0.0602017678,0.0000000034,0.1331740618,-0.0220805109,0.0216757301,0.1254916936,-0.0775282532,-0.0097228177,0.1942839622,-0.0774819776,-0.0149878692
23:27:36:57.305,61,0.0000000000,0.0000000000,0.3493735492,0.0000000000,0.1872038841,0.2084229439,0.2263192981,0.0000000000,0.0000000000,0.0000000000,0.2374785841,0.1896308064,0.2085934132,0.2268640101,0.0106729567,0.0141063938,0.0000000000,0.0316293798,0.0386768468,0.0178293213,0.0400177091,0.0199937280,0.0000000000,0.0079284376,0.0148755591,0.0000000000,0.0000000000,0.0147281839,0.0138470931,0.0507174768,0.0449184179,0.0282789245,0.0130564459,0.0685059056,0.0468323156,0.0229644682,0.0236631781,0.0321160816,0.0276254937,0.0141165191,0.0138648227,0.0000000000,0.0000000000,0.1073032171,0.0089013223,0.0091512743,0.0100957546,0.0738361627,0.0758471861,0.0568323620,0.0609880164,0.0000000030,0.1424603611,-0.0222597308,0.0222479198,0.1445675939,-0.0836162940,-0.0120737115,0.2126976550,-0.0835706070,-0.0176808909
23:27:36:58.304,61,0.0000000000,0.0000000000,0.3601780534,0.0000000000,0.1866606772,0.2088058442,0.2366163880,0.0000000000,0.0000000000,0.0000000000,0.2487681061,0.1891599149,0.2089765221,0.2372824550,0.0108303064,0.0136233401,0.0000000000,0.0317401439,0.0389121883,0.0182608273,0.0398531333,0.0205201693,0.0000000000,0.0074461778,0.0125036715,0.0000000000,0.0000000000,0.0149232764,0.0140082026,0.0516135171,0.0457675122,0.0284753237,0.0130399158,0.0690064505,0.0472877994,0.0232026540,0.0238630269,0.0328780264,0.0281321444,0.0143448543,0.0140883625,0.0000000000,0.0000000000,0.1079047844,0.0096654464,0.0099313091,0.0101326089,0.0744422525,0.0763255060,0.0574632660,0.0618566275,0.0000000022,0.1508855522,-0.0228545927,0.0220894571,0.1514424831,-0.0834944174,-0.0126250051,0.2192790061,-0.0834487826,-0.0181925222
23:27:36:59.304,61,0.0000000000,0.0000000000,0.3644223809,0.0000000000,0.1832897663,0.2151957303,0.2419588715,0.0000000000,0.0000000000,0.0000000000,0.2530390024,0.1857797205,0.2154039741,0.2427162379,0.0110474760,0.0130546140,0.0000000000,0.0319719836,0.0392851457,0.0187811982,0.0397894718,0.0210974067,0.0000000000,0.0069411471,0.0106632095,0.0000000000,0.0000000000,0.0151793212,0.0142163932,0.0529872216,0.0471391305,0.0287920218,0.0130868927,0.0695207044,0.0477213301,0.0235353019,0.0241686441,0.0337308347,0.0287324898,0.0145630669,0.0143048419,0.0000000000,0.0000000000,0.1085806563,0.0097657777,0.0100340936,0.0102177942,0.0765310675,0.0777724907,0.0586492568,0.0637863800,0.0000000016,0.1598498523,-0.0208090786,0.0221719965,0.1540611088,-0.0820354670,-0.0126161855,0.2218894809,-0.0819897056,-0.0180823095
